iter	Logloss
190	0.3172972616
191	0.317198995
192	0.31706604
193	0.3168543159
194	0.3166088867
195	0.3164200507
196	0.31628852
197	0.3161924913
198	0.3160680135
199	0.31590566
200	0.315793457
201	0.315636122
202	0.3155023193
203	0.3153527154
204	0.315275472
205	0.3150774468
206	0.3149034966
207	0.3147935316
208	0.3145737712
209	0.3145145331
210	0.3143491618
211	0.3142637804
212	0.3141429308
213	0.3140606689
214	0.3138217163
215	0.3137246365
216	0.3136109077
217	0.3133964708
218	0.3132818264
219	0.3131379191
220	0.3130111355
221	0.3129368083
222	0.3128438314
223	0.3125646294
224	0.3123741659
225	0.3121984524
226	0.312131958
227	0.3120184326
228	0.31192315
229	0.3117762587
230	0.3115259467
231	0.3113833279
232	0.3112347073
233	0.3111520047
234	0.3110289171
235	0.3108320787
236	0.3107158746
237	0.3105559625
238	0.3103757731
239	0.3102533637
240	0.3101584201
241	0.3100186835
242	0.3099045817
243	0.3097819689
244	0.3096268717
245	0.3094989014
246	0.3094028727
247	0.30931427
248	0.3091137017
249	0.3089601644
250	0.3087700399
251	0.3086084663
252	0.3084962294
253	0.3083807712
254	0.3082102458
255	0.3080310398
256	0.3078693644
257	0.3077793376
258	0.3076461453
259	0.3074774509
260	0.3072793918
261	0.3071646796
262	0.3070696343
263	0.3069413249
264	0.3068251546
265	0.3066169908
266	0.3064562649
267	0.3063512505
268	0.3062808906
269	0.3061406114
270	0.3060507202
271	0.3059336005
272	0.3058148193
273	0.3057384576
274	0.3055870904
275	0.3053646172
276	0.3052504137
277	0.3051350233
278	0.3050583903
279	0.3049772135
280	0.3048390706
281	0.3047687446
282	0.304660848
283	0.3045288764
284	0.3044219293
285	0.3042853461
286	0.3041183472
287	0.3040347968
288	0.3038995022
289	0.3037666151
290	0.3036593289
291	0.3036067708
292	0.303439738
293	0.3033156331
294	0.3032202148
295	0.3030703396
296	0.3029174127
297	0.3028436957
298	0.3027082994
299	0.3025355021
300	0.3023788113
301	0.3022846137
302	0.3020841471
303	0.3019910685
304	0.3018387858
305	0.3017166477
306	0.3015265232
307	0.3014374457
308	0.3013155111
309	0.3012434218
310	0.301096327
311	0.3010136583
312	0.3008589681
313	0.3007596842
314	0.3007557848
315	0.3006540934
316	0.3005596585
317	0.3005015734
318	0.3003555298
319	0.3002851698
320	0.3001748657
321	0.3000717502
322	0.2999110243
323	0.2998295763
324	0.2996704441
325	0.2996238539
326	0.2995446438
327	0.2994820489
328	0.2993920898
329	0.2992912462
330	0.2991754829
331	0.2990567695
332	0.2989726427
333	0.2988616604
334	0.2987073432
335	0.2986143663
336	0.2984868028
337	0.2984111192
338	0.2982192654
339	0.2981415812
340	0.2979842122
341	0.2979133436
342	0.2977168783
343	0.2975755819
344	0.2973906793
345	0.297337443
346	0.2972485012
347	0.2971664429
348	0.2970513238
349	0.2969121636
350	0.2967900933
351	0.2967059326
352	0.2965929159
353	0.2965099759
354	0.2963835653
355	0.2962876723
356	0.296195577
357	0.296105211
358	0.2959798516
359	0.2958479479
360	0.2957326253
361	0.2955833605
362	0.2954990641
363	0.2953959825
364	0.2952744208
365	0.2951623874
366	0.2950902642
367	0.2949851142
368	0.2948945448
369	0.2947651164
370	0.2946545071
371	0.2945674981
372	0.294406094
373	0.2943197971
374	0.2942850749
375	0.2941660902
376	0.2940440538
377	0.2939248996
378	0.2938314141
379	0.2937057834
380	0.29370185
381	0.2936016846
382	0.2934388563
383	0.293327908
384	0.2931631131
385	0.2930957709
386	0.2929805501
387	0.2927646213
388	0.2926440769
389	0.2925354004
390	0.2923978678
391	0.2922912937
392	0.2921985541
393	0.2920840454
394	0.2920047675
395	0.2919322713
396	0.2918514676
397	0.2917545573
398	0.2916645643
399	0.2915703668
400	0.2914930556
401	0.2914301893
402	0.2913165283
403	0.2911472236
404	0.2910255263
405	0.2909447564
406	0.2908658854
407	0.2907286241
408	0.2906393433
409	0.2905599637
410	0.2904395888
411	0.2903217909
412	0.2901793416
413	0.2900378418
414	0.2899181451
415	0.2897887505
416	0.2897015381
417	0.2896072049
418	0.2895430501
419	0.2894424778
420	0.2893422445
421	0.2892154948
422	0.2890960015
423	0.2889802382
424	0.2888258531
425	0.2887294515
426	0.2886130778
427	0.2884802924
428	0.2883311293
429	0.2882160102
430	0.2881428358
431	0.2880300564
432	0.2878637695
433	0.287731052
434	0.2876079644
435	0.287473348
436	0.2873477512
437	0.2872265286
438	0.2871493191
439	0.2870562066
440	0.2869220988
441	0.2868187798
442	0.2866067166
443	0.2864706082
444	0.2863751221
445	0.2862691922
446	0.2861488173
447	0.2859773085
448	0.2858601549
449	0.2857277425
450	0.2856065538
451	0.2855118815
452	0.2854145643
453	0.2853440348
454	0.2852207438
455	0.2851137627
456	0.2849960327
457	0.2848712836
458	0.2847532823
459	0.2846583388
460	0.2845338609
461	0.2844613987
462	0.2843423801
463	0.28424764
464	0.2841150072
465	0.2840370856
466	0.2839489746
467	0.2838751729
468	0.2837475247
469	0.2835714891
470	0.2834455363
471	0.2833575439
472	0.2832619561
473	0.2831704373
474	0.283055013
475	0.2829535929
476	0.2828557163
477	0.2827517531
478	0.2826438904
479	0.2825707838
480	0.2824894206
481	0.2823958333
482	0.2822158474
483	0.2820789931
484	0.2819859653
485	0.2818783739
486	0.2817655436
487	0.2816368442
488	0.2815127563
489	0.2814122857
490	0.2813186306
491	0.2812132094
492	0.2811406453
493	0.2810208808
494	0.2809264459
495	0.2808120897
496	0.2807232327
497	0.2805534871
498	0.2804090203
499	0.2802505324
500	0.2801468743
501	0.280046658
502	0.2799351501
503	0.2798296441
504	0.2797557407
505	0.2796238539
506	0.2795207045
507	0.2794564819
508	0.2793348863
509	0.279239485
510	0.2791536289
511	0.2790811327
512	0.2789458889
513	0.2788344828
514	0.278745558
515	0.2786780124
516	0.27856525
517	0.278491177
518	0.2783881293
519	0.2783002726
520	0.2781851874
521	0.2780818007
522	0.2779548815
523	0.2778623623
524	0.2778126017
525	0.2777355787
526	0.2776772732
527	0.2775896878
528	0.2774772983
529	0.2773674859
530	0.2772482978
531	0.2771469116
532	0.2770056831
533	0.2769011603
534	0.2768150669
535	0.2766539171
536	0.2765547011
537	0.2764834934
538	0.276371799
539	0.2762467109
540	0.2761312527
541	0.2760376485
542	0.2759337701
543	0.2758431668
544	0.2757639058
545	0.2756531101
546	0.2755300903
547	0.2754389954
548	0.2753611247
549	0.2752560255
550	0.2751395671
551	0.2750409275
552	0.2749908278
553	0.2748865424
554	0.2747914124
555	0.274685635
556	0.2745526123
557	0.2744657389
558	0.2743536716
559	0.2742367215
560	0.274117686
561	0.2740214878
562	0.2739512126
563	0.2738598294
564	0.2737713962
565	0.2736758423
566	0.2735424127
567	0.2734159682
568	0.2733166334
569	0.2732808601
570	0.2731872898
571	0.2731505669
572	0.2730643378
573	0.272938012
574	0.2728406101
575	0.2727464803
576	0.2726611667
577	0.2725587972
578	0.2724608188
579	0.2723279656
580	0.2722140333
581	0.272104933
582	0.2720056322
583	0.2719146898
584	0.2717683241
585	0.2716874186
586	0.271549174
587	0.2714380222
588	0.2713684082
589	0.2712644789
590	0.271138916
591	0.2710275608
592	0.2709677972
593	0.2708751085
594	0.2708047485
595	0.2707040066
596	0.2706068251
597	0.2705079142
598	0.2704082913
599	0.2702877808
600	0.2701692539
601	0.2700931464
602	0.2700225321
603	0.2699312337
604	0.2698224216
605	0.2697366672
606	0.2696821594
607	0.2696202257
608	0.2695288086
609	0.2694079251
610	0.2693497721
611	0.269210968
612	0.2691537815
613	0.269008433
614	0.2689356147
615	0.2688216146
616	0.2687528822
617	0.2686742486
618	0.2685754734
619	0.2684689331
620	0.2683820597
621	0.2682811144
622	0.2682144335
623	0.2681573486
624	0.268085768
625	0.267970954
626	0.2678439501
627	0.2677527025
628	0.2676224772
629	0.2675451321
630	0.2674320645
631	0.2673447503
632	0.2672669305
633	0.2671748522
634	0.2670228746
635	0.2669332377
636	0.2668638272
637	0.2667297702
638	0.2665923055
639	0.2664784241
640	0.2664127265
641	0.2663763428
642	0.2662467448
643	0.2661247593
644	0.2660438707
645	0.2659836494
646	0.2659091356
647	0.2658613078
648	0.265770128
649	0.26571462
650	0.2656201002
651	0.2655137126
652	0.2654455905
653	0.2653316583
654	0.2652552965
655	0.2651858521
656	0.2651035902
657	0.2649815538
658	0.2649254862
659	0.2648427667
660	0.2647677443
661	0.2647058105
662	0.2646046617
663	0.2645358276
664	0.2644493273
665	0.2643583849
666	0.2643006727
667	0.2641998291
668	0.2641075134
669	0.2640082126
670	0.2639201864
671	0.263832211
672	0.2637246365
673	0.263650784
674	0.2635825602
675	0.2634996711
676	0.2634336514
677	0.2632744853
678	0.2631923421
679	0.2631149631
680	0.2630189345
681	0.2629339939
682	0.2628389147
683	0.2627413771
684	0.2626292589
685	0.2625006273
686	0.2624217224
687	0.2623085531
688	0.2622379896
689	0.2621832275
690	0.262120497
691	0.2620230442
692	0.2619547526
693	0.2618682353
694	0.2617822096
695	0.2617012872
696	0.261633606
697	0.2614817471
698	0.2613995192
699	0.2613127984
700	0.2611987305
701	0.2611343723
702	0.2610034349
703	0.2608985392
704	0.2607916429
705	0.2607246568
706	0.260546129
707	0.2604575941
708	0.2603715346
709	0.2603120422
710	0.2601850043
711	0.2601394992
712	0.2600302802
713	0.2599352688
714	0.2598812866
715	0.2597884623
716	0.2596908908
717	0.259608256
718	0.2595513577
719	0.2594988675
720	0.2594196065
721	0.2593354967
722	0.2592264981
723	0.2591259766
724	0.2590363566
725	0.2589615885
726	0.258866645
727	0.2587963189
728	0.2587280613
729	0.2586413574
730	0.2585610114
731	0.2584780714
732	0.2584010824
733	0.2583036126
734	0.2582085843
735	0.2581109958
736	0.2580355835
737	0.2579340956
738	0.257823995
739	0.2577408176
740	0.2576465183
741	0.2575441318
742	0.2574586656
743	0.2573920186
744	0.2572973802
745	0.2572011651
746	0.2571057129
747	0.2569969686
748	0.2569195896
749	0.2568417697
750	0.2567165629
751	0.2566522047
752	0.2565714179
753	0.256506958
754	0.256415151
755	0.2562865872
756	0.2561912706
757	0.2561275567
758	0.2559962633
759	0.2559242079
760	0.2558384196
761	0.255703142
762	0.2556066895
763	0.2555137804
764	0.2554272461
765	0.255379164
766	0.2552765571
767	0.2552045695
768	0.2550765313
769	0.2549995253
770	0.2549077691
771	0.2548513116
772	0.254750434
773	0.2546143934
774	0.2545565118
775	0.2544518365
776	0.2543760173
777	0.2542933316
778	0.2542057292
779	0.2541267225
780	0.2540786404
781	0.2540031433
782	0.2539421251
783	0.2538802253
784	0.2537631226
785	0.2536760118
786	0.2536127896
787	0.2535142348
788	0.2534461127
789	0.2533803304
790	0.2532883708
791	0.253221266
792	0.2531267971
793	0.2530207147
794	0.2529537625
795	0.252871365
796	0.2527885267
797	0.2526827664
798	0.2525712755
799	0.2524997287
800	0.2524006992
801	0.2523279487
802	0.2522328016
803	0.2521561856
804	0.2520593092
805	0.2520032077
806	0.2519330343
807	0.2518810357
808	0.2517851257
809	0.2516923692
810	0.251595086
811	0.2515422397
812	0.2514516534
813	0.251329617
814	0.2512135824
815	0.251106703
816	0.2510513306
817	0.2508978611
818	0.2508088684
819	0.2507124329
820	0.2506224908
821	0.2505069817
822	0.2504176161
823	0.2503355577
824	0.2502753364
825	0.2502070448
826	0.2500858561
827	0.2499982198
828	0.2499361674
829	0.2498880683
830	0.2498176575
831	0.2497236972
832	0.2496489292
833	0.2494566515
834	0.2493821547
835	0.2492602878
836	0.2491256544
837	0.24905582
838	0.2489145237
839	0.2488729011
840	0.2488202582
841	0.248718906
842	0.2486524116
843	0.2485124376
844	0.2484240723
845	0.2483418104
846	0.2482511224
847	0.2481594849
848	0.2480546231
849	0.2479793294
850	0.2478930155
851	0.2477955288
852	0.2477097914
853	0.2476325311
854	0.2475315518
855	0.2474211629
856	0.2473499213
857	0.2472612
858	0.247189738
859	0.2471337891
860	0.2470566305
861	0.2469462416
862	0.2468942939
863	0.2468255446
864	0.2467396037
865	0.2466889445
866	0.2466052585
867	0.2465120951
868	0.2464306302
869	0.2463521661
870	0.2462574938
871	0.2461643473
872	0.246112637
873	0.2460376994
874	0.2459200033
875	0.2458265516
876	0.2457369317
877	0.2456473965
878	0.2455325317
879	0.245438029
880	0.2453524611
881	0.2452823215
882	0.2451608955
883	0.245094774
884	0.2449732632
885	0.2448805237
886	0.2447668796
887	0.2446758355
888	0.2446144613
889	0.2444888306
890	0.2444197422
891	0.2442999607
892	0.2441695489
893	0.244114719
894	0.2440641276
895	0.2440025669
896	0.2439086405
897	0.2438566928
898	0.2437909444
899	0.2436906772
900	0.2436126031
901	0.2435440063
902	0.2434545898
903	0.2433733961
904	0.2433057319
905	0.2432087199
906	0.243146854
907	0.2430941094
908	0.2430184258
909	0.2429546102
910	0.24288876
911	0.2428100247
912	0.2427175056
913	0.2426302422
914	0.2425757175
915	0.2424761963
916	0.2423935784
917	0.2423430379
918	0.2422746107
919	0.2421370782
920	0.2420394897
921	0.2419289483
922	0.2418780518
923	0.2417958408
924	0.2416929457
925	0.2415690952
926	0.241528439
927	0.2414434984
928	0.2413392809
929	0.2412534926
930	0.2411727905
931	0.2410751004
932	0.2410105218
933	0.2409421794
934	0.2408438449
935	0.2407551405
936	0.2406962755
937	0.2405893623
938	0.2404890951
939	0.2403673808
940	0.2402684869
941	0.2401855808
942	0.2401059977
943	0.2399990167
944	0.2399144491
945	0.2398273044
946	0.2397571988
947	0.2396940952
948	0.2395957608
949	0.2394969855
950	0.2394456482
951	0.2393897502
952	0.2393302748
953	0.2392771573
954	0.2391573758
955	0.2390689935
956	0.2390264214
957	0.2389734226
958	0.2389272224
959	0.2388720025
960	0.2387899441
961	0.238703732
962	0.2386502414
963	0.2385933601
964	0.2385154894
965	0.238423801
966	0.2383347236
967	0.2382703654
968	0.2382117377
969	0.2380902778
970	0.237998386
971	0.2379309591
972	0.2378666178
973	0.2378121948
974	0.2377435811
975	0.2376180352
976	0.2375663588
977	0.2374634637
978	0.2373820157
979	0.2373425971
980	0.2372675069
981	0.2372193231
982	0.2371373494
983	0.2370285034
984	0.2369435289
985	0.2368503994
986	0.2367460463
987	0.2366619534
988	0.2365899997
989	0.2365369331
990	0.23644438
991	0.2363787842
992	0.2363205634
993	0.2362713454
994	0.2362315877
995	0.2361677382
996	0.236111891
997	0.2360563151
998	0.2359927199
999	0.235921953
